season,situation,name,team,pos,gp,toi,cf,ca,cf60,ca60,cf_per,tmcf60,tmca60,tmcf_per,oppcf60,oppca60,oppcf_per,cf60reltm,ca60reltm,cf_per_reltm,csh_per,csv_per,cpdo,totfo,nzfo,dzfo,ozfo,igoals,iassists,ipoints,ishot_per,igoals60,iassists60,ipoints60,ipp,igp,iap,gf,ga,gf60,ga60,gf_per,tmgf60,tmga60,tmgf_per,oppgf60,oppga60,oppgf_per,gf60reltm,ga60reltm,gf_per_reltm
2014-2015,5v5,NIKLAS HJALMARSSON,Chicago,D,82,1515:20:00,1442,1268,57.1,50.2,53.2,61.1,53.7,53.2,55.4,54.4,50.5,-3.96,-3.53,0,3.8,97.2,101.1,1504,529,497,478,3,14,17,3.4,0.12,0.55,0.67,30.9,5.5,25.5,55,35,2.18,1.39,61.1,2.24,2.31,49.2,2.34,2.27,50.7,-0.06,-0.92,11.9
2014-2015,5v5,JUSTIN HODGMAN,Arizona,F(C),5,52:44:00,42,36,47.8,41,53.9,54.6,57.1,48.9,54.5,51.2,51.5,-6.77,-16.17,5,0,94.4,94.4,59,27,16,16,0,0,0,0,0,0,0,0,0,0,0,2,0,2.28,0,1.78,2.66,40.1,2.09,2.14,49.4,-1.78,-0.38,-40.1
2014-2015,5v5,CODY HODGSON,Buffalo,F(C),78,872:00:00,608,963,41.8,66.3,38.7,40.7,66.9,37.9,54.5,53.6,50.4,1.09,-0.61,0.8,3,95.7,98.7,774,267,288,219,6,6,12,5.7,0.41,0.41,0.83,66.7,33.3,33.3,18,41,1.24,2.82,30.5,1.78,2.6,40.7,2.23,2.2,50.3,-0.54,0.22,-10.1
2014-2015,5v5,MIKE HOFFMAN,Ottawa,F(C),79,936:45:00,911,852,58.4,54.6,51.7,54.2,56.7,48.9,54.4,54.5,49.9,4.18,-2.11,2.8,5.6,96,101.6,884,309,237,338,22,17,39,14,1.41,1.09,2.5,76.5,43.1,33.3,51,34,3.27,2.18,60,1.95,2.31,45.8,2.21,2.23,49.8,1.32,-0.13,14.2
2014-2015,5v5,NICK HOLDEN,Colorado,D,78,1161:47:00,877,1221,45.3,63.1,41.8,48,62.8,43.3,55.6,54.2,50.6,-2.67,0.21,-1.5,3.8,96.4,100.2,1143,385,415,343,2,4,6,2.7,0.1,0.21,0.31,18.2,6.1,12.1,33,44,1.7,2.27,42.9,2.6,2.49,51.1,2.3,2.24,50.7,-0.9,-0.22,-8.2
2014-2015,5v5,PETER HOLLAND,Toronto,F(C),62,695:11:00,543,693,46.9,59.8,43.9,52.6,58.7,47.2,53.5,54.1,49.7,-5.69,1.08,-3.3,5.5,96,101.5,647,250,249,148,9,10,19,11.8,0.78,0.86,1.64,63.3,30,33.3,30,28,2.59,2.42,51.7,1.96,2.59,43.1,2.2,2.17,50.3,0.63,-0.17,8.7
2014-2015,5v5,KORBINIAN HOLZER,Toronto,D,34,482:48:00,388,500,48.2,62.1,43.7,53,59.2,47.2,54.4,53.1,50.6,-4.77,2.97,-3.6,5.2,96.2,101.4,441,144,160,137,0,6,6,0,0,0.75,0.75,30,0,30,20,19,2.49,2.36,51.3,2.01,2.59,43.7,2.17,2.14,50.4,0.48,-0.23,7.6
2014-2015,5v5,SHAWN HORCOFF,Dallas,F(C),76,779:59:00,763,687,58.7,52.8,52.6,60.4,57.3,51.3,54.1,54.4,49.9,-1.68,-4.44,1.3,4.1,96.8,100.9,729,276,222,231,6,16,22,9.1,0.46,1.23,1.69,71,19.4,51.6,31,22,2.39,1.69,58.5,2.58,2.82,47.8,2.23,2.24,49.9,-0.2,-1.13,10.7
2014-2015,5v5,PATRIC HORNQVIST,Pittsburgh,F(RW),64,861:56:00,858,712,59.7,49.6,54.7,57.1,50.3,53.2,54.4,54.6,49.9,2.6,-0.75,1.5,5.7,95.8,101.5,872,310,247,315,15,16,31,10.2,1.04,1.11,2.16,63.3,30.6,32.7,49,30,3.41,2.09,62,2.04,2.06,49.8,2.26,2.23,50.3,1.37,0.03,12.3
2014-2015,5v5,BO HORVAT,Vancouver,F(C),68,745:58:00,617,762,49.6,61.3,44.7,52.9,53.8,49.6,54.5,54.4,50.1,-3.24,7.51,-4.8,4.5,95.4,99.9,730,267,243,220,12,9,21,14.8,0.97,0.72,1.69,75,42.9,32.1,28,35,2.25,2.82,44.4,2.17,2.49,46.6,2.19,2.19,50,0.08,0.32,-2.1
2014-2015,5v5,MARIAN HOSSA,Chicago,F(RW),82,1119:48:00,1181,950,63.3,50.9,55.4,59.6,54.3,52.3,55.6,54.3,50.6,3.7,-3.38,3.1,4.6,96.4,101,1140,437,315,388,11,26,37,6,0.59,1.39,1.98,68.5,20.4,48.2,54,34,2.89,1.82,61.4,1.98,2,49.8,2.34,2.25,51,0.91,-0.18,11.6
2014-2015,5v5,JONATHAN HUBERDEAU,Florida,F(C),79,1056:18:00,983,904,55.8,51.3,52.1,53.1,50.3,51.4,54.3,54.6,49.8,2.75,1.08,0.7,5.1,96,101.1,1024,402,308,314,14,26,40,10.4,0.8,1.48,2.27,80,28,52,50,36,2.84,2.05,58.1,1.93,2.21,46.6,2.24,2.23,50.1,0.92,-0.16,11.6
2014-2015,5v5,JIRI HUDLER,Calgary,F(RW),78,1062:13:00,938,1082,53,61.1,46.4,49.8,64.5,43.6,55.2,54.4,50.4,3.2,-3.4,2.9,5.3,96.1,101.4,1195,385,371,439,17,28,45,17.5,0.96,1.58,2.54,90,34,56,50,42,2.82,2.37,54.4,2.34,2.22,51.4,2.25,2.26,49.9,0.49,0.16,3
2014-2015,5v5,BRAD HUNT,Edmonton,D,11,167:33:00,160,166,57.3,59.4,49.1,54.1,55.3,49.5,54.7,56.4,49.2,3.18,4.17,-0.4,3.1,93.4,96.5,156,74,38,44,0,2,2,0,0,0.72,0.72,40,0,40,5,11,1.79,3.94,31.3,2.1,2.85,42.4,2.14,2.26,48.7,-0.31,1.09,-11.1
2014-2015,5v5,MATT HUNWICK,NY Rangers,D,55,796:37:00,770,683,58,51.4,53,53.7,56.4,48.8,52.8,54.5,49.2,4.33,-4.97,4.2,5.6,96.2,101.8,667,273,158,236,2,6,8,3,0.15,0.45,0.6,18.6,4.7,14,43,26,3.24,1.96,62.3,2.43,2.1,53.7,2.12,2.2,49.1,0.81,-0.14,8.6
2014-2015,5v5,JAROME IGINLA,Colorado,F(RW),82,1157:52:00,926,1290,48,66.8,41.8,48.6,60.2,44.6,55.6,54,50.7,-0.57,6.6,-2.8,5.8,96.2,102,1108,402,394,312,20,22,42,16.3,1.04,1.14,2.18,77.8,37,40.7,54,49,2.8,2.54,52.4,2.25,2.44,48,2.31,2.22,51,0.55,0.1,4.5
2014-2015,5v5,MATT IRWIN,San Jose,D,53,800:10:00,784,735,58.8,55.1,51.6,58.8,56.4,51.1,53.8,55.1,49.4,0.01,-1.25,0.6,4.2,95.5,99.7,715,251,218,246,7,8,15,9.3,0.52,0.6,1.12,45.5,21.2,24.2,33,33,2.47,2.47,50,1.92,2.23,46.3,2.13,2.23,48.8,0.55,0.24,3.7
2014-2015,5v5,BARRET JACKMAN,St. Louis,D,80,1129:44:00,1036,919,55,48.8,53,54,51.3,51.3,54.1,54.7,49.7,0.99,-2.47,1.7,3.6,95.9,99.4,979,349,361,269,2,11,13,2.6,0.11,0.58,0.69,35.1,5.4,29.7,37,38,1.97,2.02,49.3,2.42,2.01,54.7,2.18,2.24,49.4,-0.45,0.01,-5.3
2014-2015,5v5,TIM JACKMAN,Anaheim,F(RW),55,451:24:00,392,382,52.1,50.8,50.7,54.6,54.5,50.1,53.6,54.9,49.4,-2.54,-3.72,0.6,2.6,96.3,98.9,427,166,130,131,5,2,7,9.1,0.66,0.27,0.93,70,50,20,10,14,1.33,1.86,41.7,2.39,2.33,50.7,2.08,2.25,48,-1.07,-0.47,-9
2014-2015,5v5,JAROMIR JAGR,Florida,F(RW),77,1091:00:00,937,843,51.5,46.4,52.6,46.8,52.4,47.2,54.8,54.3,50.3,4.75,-5.99,5.5,4.7,95.7,100.4,1029,388,303,338,12,20,32,9.4,0.66,1.1,1.76,72.7,27.3,45.5,44,36,2.42,1.98,55,1.8,1.94,48,2.25,2.22,50.3,0.62,0.04,7
2014-2015,5v5,CALLE JARNKROK,Nashville,F(C),74,798:14:00,744,637,55.9,47.9,53.9,57.5,53.8,51.7,54.6,54.2,50.2,-1.62,-5.97,2.2,3.6,96.1,99.7,806,293,227,286,7,10,17,7.8,0.53,0.75,1.28,63,25.9,37,27,25,2.03,1.88,51.9,2.53,1.89,57.3,2.25,2.24,50.1,-0.5,-0.01,-5.3
2014-2015,5v5,DMITRIJ JASKIN,St. Louis,F(RW),54,663:33:00,622,498,56.2,45,55.5,55.3,51.7,51.7,54.4,54.9,49.8,0.97,-6.63,3.9,4.7,95.8,100.4,600,223,200,177,10,5,15,11,0.9,0.45,1.36,51.7,34.5,17.2,29,21,2.62,1.9,58,2.27,2.15,51.4,2.22,2.27,49.5,0.35,-0.25,6.6
2014-2015,5v5,BOONE JENNER,Columbus,F(C),31,425:11:00,377,409,53.2,57.7,48,51.4,56.2,47.7,54.7,53.2,50.7,1.85,1.5,0.2,5,94.9,99.9,424,162,140,122,5,4,9,7.9,0.71,0.56,1.27,47.4,26.3,21.1,19,21,2.68,2.96,47.5,2.15,2.42,47,2.23,2.15,50.9,0.53,0.54,0.5
2014-2015,5v5,JESSE JOENSUU,Edmonton,F(LW),20,193:23:00,161,187,50,58,46.3,49.7,56.3,46.9,54.4,54.7,49.9,0.24,1.68,-0.6,0.6,93.6,94.2,224,56,147,21,1,1,2,5.9,0.31,0.31,0.62,200,100,100,1,12,0.31,3.72,7.7,1.74,2.74,38.9,2.22,2.2,50.3,-1.43,0.98,-31.2
2014-2015,5v5,RYAN JOHANSEN,Columbus,F(C),82,1164:00:00,1032,1137,53.2,58.6,47.6,51.4,54.2,48.7,54.7,54.3,50.2,1.75,4.43,-1.1,4.8,95.1,99.9,1134,381,386,367,15,20,35,11.8,0.77,1.03,1.8,70,30,40,50,56,2.58,2.89,47.2,2.23,2.33,48.9,2.24,2.19,50.6,0.35,0.56,-1.7
2014-2015,5v5,MARCUS JOHANSSON,Washington,F(LW),82,1028:57:00,980,867,57.1,50.6,53.1,55.5,53.7,50.8,53.9,54.4,49.7,1.65,-3.11,2.2,4,95.6,99.6,894,336,235,323,15,13,28,13.9,0.87,0.76,1.63,71.8,38.5,33.3,39,38,2.27,2.22,50.7,2.39,2.05,53.9,2.18,2.24,49.3,-0.12,0.17,-3.3
2014-2015,5v5,ERIK JOHNSON,Colorado,D,47,841:42:00,737,857,52.5,61.1,46.2,47.1,62.9,42.8,55.6,53.8,50.8,5.46,-1.78,3.4,4.5,96.4,100.9,907,334,323,250,8,5,13,10.4,0.57,0.36,0.93,39.4,24.2,15.2,33,31,2.35,2.21,51.6,2.36,2.6,47.6,2.32,2.21,51.2,-0.01,-0.39,4
2014-2015,5v5,JACK JOHNSON,Columbus,D,79,1350:04:00,1140,1257,50.7,55.9,47.6,50,56.1,47.1,54.3,54.4,50,0.66,-0.25,0.4,4.8,94.7,99.6,1309,462,470,377,3,11,14,3.2,0.13,0.49,0.62,25.5,5.5,20,55,66,2.44,2.93,45.5,2.09,2.32,47.5,2.2,2.19,50.2,0.35,0.62,-2
2014-2015,5v5,TYLER JOHNSON,Tampa Bay,F(C),77,960:16:00,1002,833,62.6,52,54.6,55.5,49.5,52.8,54.1,54.8,49.7,7.16,2.51,1.8,6.4,96,102.4,907,388,232,287,18,30,48,11.3,1.12,1.87,3,75,28.1,46.9,64,33,4,2.06,66,2.95,2.2,57.2,2.22,2.23,49.9,1.05,-0.14,8.8
2014-2015,5v5,JUSSI JOKINEN,Florida,F(LW),81,962:09:00,860,831,53.6,51.8,50.9,54.1,51.6,51.2,54.3,54.6,49.9,-0.47,0.23,-0.3,4.4,95.1,99.5,1030,366,322,342,5,26,31,5.7,0.31,1.62,1.93,81.6,13.2,68.4,38,41,2.37,2.56,48.1,2.26,2.03,52.7,2.22,2.22,50.1,0.11,0.53,-4.6
2014-2015,5v5,OLLI JOKINEN,St. Louis,F(C),62,699:02:00,627,596,53.8,51.2,51.3,56.1,52.5,51.7,55,54.1,50.4,-2.29,-1.35,-0.4,2.6,98.5,101,720,249,243,228,4,5,9,4,0.34,0.43,0.77,56.3,25,31.3,16,9,1.37,0.77,64,2.53,2.12,54.4,2.24,2.28,49.5,-1.15,-1.34,9.6
2014-2015,5v5,JYRKI JOKIPAKKA,Dallas,D,51,758:07:00,740,747,58.6,59.1,49.8,61.5,56.7,52,53.6,54.6,49.5,-2.94,2.42,-2.3,4.5,95.4,99.9,792,305,209,278,0,8,8,0,0,0.63,0.63,24.2,0,24.2,33,34,2.61,2.69,49.3,2.7,2.63,50.7,2.24,2.25,49.9,-0.09,0.06,-1.5
2014-2015,5v5,DAVID JONES,Calgary,F(RW),67,871:19:00,755,964,52,66.4,43.9,49,60.9,44.6,55.4,54.5,50.4,2.96,5.5,-0.7,4.4,96.4,100.7,975,339,409,227,11,15,26,10.5,0.76,1.03,1.79,78.8,33.3,45.5,33,35,2.27,2.41,48.5,2.25,2.22,50.4,2.26,2.29,49.7,0.02,0.19,-1.9
2014-2015,5v5,SETH JONES,Nashville,D,82,1246:33:00,1196,1021,57.6,49.1,54,58.1,55.1,51.4,54.2,54.6,49.8,-0.54,-5.91,2.6,3.8,96.1,99.9,1109,379,334,396,4,9,13,4.8,0.19,0.43,0.63,28.3,8.7,19.6,46,40,2.21,1.93,53.5,2.76,1.98,58.3,2.22,2.24,49.7,-0.55,-0.05,-4.8
2014-2015,5v5,JOSH JOORIS,Calgary,F(RW),60,724:39:00,627,701,51.9,58,47.2,49.4,63.1,43.9,54.1,54.6,49.8,2.47,-5.09,3.3,4.8,95.7,100.5,661,213,219,229,6,10,16,8.3,0.5,0.83,1.32,53.3,20,33.3,30,30,2.48,2.48,50,2.23,2.29,49.4,2.21,2.25,49.6,0.25,0.2,0.6
2014-2015,5v5,MICHAL JORDAN,Carolina,D,38,547:46:00,488,465,53.5,50.9,51.2,57.1,51.9,52.4,53.4,53.4,50,-3.65,-0.96,-1.2,2.9,95.1,97.9,488,173,127,188,0,3,3,0,0,0.33,0.33,21.4,0,21.4,14,23,1.53,2.52,37.8,1.92,2.35,44.9,2.16,2.11,50.6,-0.38,0.17,-7.1
2014-2015,5v5,JACOB JOSEFSON,New Jersey,F(C),62,610:24:00,481,469,47.3,46.1,50.6,44.1,51.1,46.3,54,54.7,49.7,3.15,-5.03,4.3,2.7,96.8,99.5,517,210,165,142,3,3,6,5.8,0.29,0.29,0.59,46.2,23.1,23.1,13,15,1.28,1.47,46.4,1.63,1.83,47.2,2.17,2.26,49,-0.36,-0.36,-0.7
2014-2015,5v5,ROMAN JOSI,Nashville,D,81,1556:13:00,1538,1518,59.3,58.5,50.3,59.4,50.7,54,55.1,54.4,50.3,-0.13,7.8,-3.6,4.4,97.1,101.5,1866,644,667,555,10,21,31,7.4,0.39,0.81,1.2,45.6,14.7,30.9,68,44,2.62,1.7,60.7,2.69,2.2,55,2.32,2.24,50.9,-0.07,-0.5,5.7
2014-2015,5v5,TOMAS JURCO,Detroit,F(RW),63,646:34:00,587,473,54.5,43.9,55.4,51.5,47,52.3,54,54.8,49.6,3,-3.14,3.1,4.1,96.4,100.5,647,250,191,206,2,14,16,2.5,0.19,1.3,1.48,66.7,8.3,58.3,24,17,2.23,1.58,58.5,1.94,2.07,48.5,2.21,2.23,49.7,0.29,-0.49,10.1
